Players,club,league,Position,short_passing,dribbling,long_passing,sprint_speed,interceptions,gk_diving,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16
Olivier Ntcham,Celtic,Scottish Premiership,Midfielder,74,72,70,73,67,8,3,1,0,3,0,5,0,0,0,0,20,2.25,0,1,0,2,0,3,0,0,0,0,17
Omar El Kaddouri,PAOK Thessaloniki,Greek Super League,Midfielder,80,79,77,75,61,5,3,1,0,5,0,8,0,0,0,0,20,2.4,1,2,0,2,0,0,0,0,0,0,20
Omar Mascarell,Eintracht Frankfurt,German Bundesliga,Midfielder,80,74,77,67,72,6,0,0,0,13,0,2,0,0,0,0,28,1.5,0,1,0,5,0,4,0,0,0,0,26
Oriol Romeu,Southampton,English Premier League,Midfielder,79,59,71,52,84,12,1,0,0,11,0,1,0,0,0,0,35,1.8285714286,1,0,0,7,0,7,0,0,0,0,29
Oscar Hiljemark,Panathinaikos FC,Greek Super League,Midfielder,74,70,76,71,70,6,2,0,0,1,0,11,0,0,0,0,28,2.1071428571,4,5,0,4,0,16,0,0,0,0,38
Ousmane Dembele,FC Barcelona,Spanish Primera Division,Midfielder,74,92,68,89,36,6,6,11,0,7,0,14,0,0,0,0,32,3.4375,11,6,0,1,0,8,0,0,0,0,26
Pablo Fornals,Villarreal CF,Spanish Primera Division,Midfielder,81,74,78,58,75,9,6,2,0,6,0,8,0,0,0,0,32,2.90625,1,0,0,1,0,6,0,0,0,0,27
Pablo Hernandez,RC Celta de Vigo,Spanish Primera Division,Midfielder,82,81,80,70,74,6,1,0,0,10,0,1,0,0,0,0,26,1.5769230769,5,7,0,17,0,23,0,0,0,0,60
Pablo Sarabia,Sevilla FC,Spanish Primera Division,Midfielder,82,86,74,77,25,16,8,8,0,10,0,5,0,0,0,0,34,3.2352941176,7,6,0,8,0,10,0,0,0,0,31
Pablo de Blasis,1. FSV Mainz 05,German Bundesliga,Midfielder,74,83,66,75,28,13,5,4,0,5,0,10,0,0,0,0,31,2.5806451613,4,4,0,1,0,12,0,0,0,0,26
Panagiotis Tachtsidis,Olympiakos CFP,Greek Super League,Midfielder,80,64,77,55,69,10,0,5,0,5,0,3,0,0,0,0,25,2.32,2,2,0,3,0,4,0,0,0,1,24
Patric,Lazio,Italian Serie A,Midfielder,72,60,55,67,69,8,0,1,0,4,0,2,0,0,0,0,18,1.4444444444,0,0,0,3,0,1,0,0,0,0,9
Paul Lasne,Montpellier Herault SC,French Ligue 1,Midfielder,75,73,73,68,73,8,3,2,0,1,0,7,0,0,0,0,24,2.5,0,0,0,1,0,3,0,0,0,0,9
Paul Pogba,Manchester United,English Premier League,Midfielder,86,86,88,76,68,5,5,5,0,7,0,3,0,0,0,0,30,3.0666666667,8,12,0,10,0,2,0,1,0,0,35
Paul Seguin,SG Dynamo Dresden,German 2. Bundesliga,Midfielder,73,65,70,63,69,14,1,1,0,4,0,7,0,0,0,0,22,1.8636363636000002,0,0,0,0,0,1,0,0,0,0,4
Pavel Kaderabek,TSG 1899 Hoffenheim,German Bundesliga,Midfielder,75,74,69,84,69,10,0,3,0,2,0,2,0,0,0,0,23,2.2608695652,0,1,0,2,0,3,0,0,0,0,28
Pedro Leon,SD Eibar,Spanish Primera Division,Midfielder,80,84,82,69,43,11,10,5,0,5,0,9,0,1,0,0,37,3.4864864864999996,2,4,0,5,0,17,0,1,0,0,31
Pedro Obiang,West Ham United,English Premier League,Midfielder,80,74,79,69,76,9,1,1,0,7,0,5,0,0,0,0,22,2.0,0,1,0,2,0,4,0,0,0,0,24
Perparim Hetemaj,Chievo Verona,Italian Serie A,Midfielder,78,77,76,78,73,13,0,0,0,6,0,4,0,0,0,0,23,1.6521739130000002,1,0,0,8,0,4,0,0,0,0,28
Peter Niemeyer,SV Darmstadt 98,German 2. Bundesliga,Midfielder,68,35,58,34,78,16,0,0,0,6,0,5,0,0,0,0,15,1.4666666667,2,0,0,12,0,11,0,0,0,0,31
Pierrick Capelle,Angers SCO,French Ligue 1,Midfielder,74,76,70,74,74,9,2,1,0,4,0,12,0,0,0,0,32,1.90625,4,0,0,4,1,12,0,0,0,0,28
Piotr Zielinski,Napoli,Italian Serie A,Midfielder,81,84,77,83,70,12,5,7,0,4,0,8,0,0,0,0,36,2.6666666667,5,5,0,6,0,9,0,0,0,0,35
Pirmin Schwegler,Hannover 96,German Bundesliga,Midfielder,79,73,78,33,78,12,0,1,0,1,0,0,0,0,0,0,10,1.4,0,0,0,5,0,6,0,0,0,0,21
Rachid Ghezzal,AS Monaco,French Ligue 1,Midfielder,76,81,71,76,27,12,2,2,0,2,0,11,0,0,0,0,26,2.1153846154,8,8,0,5,0,5,0,0,0,0,29
Rade Krunic,Empoli,Italian Serie B,Midfielder,76,76,72,70,41,14,2,1,0,10,0,12,0,0,0,0,32,2.0,1,0,0,3,0,4,0,0,0,0,15
Radja Nainggolan,Roma,Italian Serie A,Midfielder,84,80,81,76,86,11,11,5,0,2,0,13,0,0,0,0,37,3.7837837838,6,2,0,11,0,5,0,0,0,0,35
Raffaele Maiello,Frosinone,Italian Serie B,Midfielder,72,66,68,69,54,11,0,0,0,0,0,1,0,0,0,0,1,2.0,0,0,0,1,0,3,0,0,0,0,12
Raheem Sterling,Manchester City,English Premier League,Midfielder,81,85,67,92,26,15,7,6,0,7,0,13,0,0,0,0,33,3.2727272726999996,6,2,0,1,0,15,0,0,0,0,31
Remi Walter,OGC Nice,French Ligue 1,Midfielder,81,72,77,68,72,14,0,1,0,0,0,2,0,0,0,0,22,1.8181818182,0,0,0,0,0,3,0,0,0,0,12
Remo Freuler,Atalanta,Italian Serie A,Midfielder,78,73,74,69,70,12,5,4,0,5,0,3,0,0,0,0,33,2.8484848485,0,0,0,0,0,2,0,0,0,0,6
Remy Cabella,AS Saint-Etienne,French Ligue 1,Midfielder,75,80,73,77,56,12,2,4,0,4,0,12,0,0,0,0,29,2.2068965517,5,3,0,9,0,15,0,0,0,0,34
Renaud Cohade,FC Metz,French Ligue 1,Midfielder,78,73,76,47,66,6,1,4,0,11,1,6,0,0,0,0,33,2.0606060606,0,2,0,3,0,9,0,0,0,0,19
Rene Krhin,FC Nantes,French Ligue 1,Midfielder,72,59,68,37,72,10,0,0,0,0,0,4,0,0,0,0,12,1.9166666666999999,0,0,0,3,0,4,0,0,0,0,24
Ricardo Alvarez,Sampdoria,Italian Serie A,Midfielder,76,79,76,66,53,5,2,2,0,2,0,7,0,0,0,0,21,2.1904761905,1,1,0,3,0,6,0,0,0,0,13
Riccardo Saponara,Fiorentina,Italian Serie A,Midfielder,82,83,76,78,30,5,4,3,0,5,0,8,0,0,0,0,29,2.5862068966,5,11,0,5,1,12,0,1,0,0,33
Rio Mavuba,Sparta Praha,Czech Liga,Midfielder,76,65,73,60,76,7,0,0,0,4,1,10,0,0,0,0,18,1.3888888889,0,0,0,5,0,3,0,0,0,0,35
Riyad Mahrez,Leicester City,English Premier League,Midfielder,78,88,74,80,38,15,6,3,0,4,0,15,0,1,0,0,36,2.8333333332999997,17,12,0,1,0,24,0,2,0,0,37
Robert Bauer,SV Werder Bremen,German Bundesliga,Midfielder,71,70,68,75,75,11,1,3,0,5,0,5,0,0,0,1,27,2.1481481481,1,0,0,5,0,2,0,0,0,0,24
Roberto Firmino,Liverpool,English Premier League,Midfielder,83,87,75,77,37,8,11,7,0,5,0,7,0,0,0,0,35,4.0,10,6,0,1,0,17,0,0,0,0,31
Roberto Hilbert,SpVgg Greuther Furth,German 2. Bundesliga,Midfielder,74,70,69,68,74,13,0,0,0,2,0,1,0,0,0,0,7,1.7142857143,0,1,0,1,0,4,0,0,0,0,12
Roberto Ibanez,Valencia CF,Spanish Primera Division,Midfielder,72,76,67,75,53,11,2,1,0,0,0,1,0,0,0,0,5,3.8,0,1,0,4,0,7,0,0,0,0,18
Roberto Pereyra,Watford,English Premier League,Midfielder,83,82,76,78,72,4,2,2,0,2,1,3,0,0,0,0,13,2.7692307692,0,1,0,0,0,6,0,0,0,0,13
Roberto Soriano,Villarreal CF,Spanish Primera Division,Midfielder,83,81,78,77,69,15,10,5,0,8,1,21,0,0,0,0,33,3.5757575758,8,4,0,7,0,14,0,0,0,0,37
Robin Knoche,VfL Wolfsburg,German Bundesliga,Midfielder,66,42,69,54,79,14,1,1,0,2,0,2,0,0,0,0,23,2.1739130435,1,0,0,1,0,1,0,0,0,0,11
Robin Quaison,1. FSV Mainz 05,German Bundesliga,Midfielder,75,77,71,78,55,9,5,0,0,5,0,9,0,0,0,0,28,2.2647058824,1,2,0,5,0,10,0,0,0,0,30
Rodrigo de Paul,Udinese,Italian Serie A,Midfielder,78,81,71,69,28,13,3,2,0,7,1,20,0,0,0,0,34,2.2647058824,1,0,0,3,0,6,0,0,0,0,14
Romain Alessandrini,LA Galaxy,USA Major League Soccer,Midfielder,70,77,68,89,33,11,0,0,0,1,0,2,0,0,0,0,6,1.3333333333,5,4,0,1,2,11,0,0,0,0,22
Romain Danze,Stade Rennais FC,French Ligue 1,Midfielder,75,69,73,66,78,9,0,2,0,2,0,0,0,0,0,0,35,2.0857142857,0,3,0,3,0,4,0,0,0,0,21
Romain Hamouma,AS Saint-Etienne,French Ligue 1,Midfielder,78,79,75,78,39,14,7,5,0,2,0,6,0,0,0,0,29,3.4137931033999998,3,3,0,3,0,8,0,0,0,0,24
Romain Philippoteaux,AJ Auxerre,French Ligue 2,Midfielder,69,75,63,80,71,9,2,1,0,3,0,15,0,0,0,0,30,1.9333333333000002,0,3,0,3,0,12,0,0,0,0,31
Ronael Pierre-Gabriel,AS Saint-Etienne,French Ligue 1,Midfielder,65,71,53,80,68,11,0,0,0,4,0,4,0,0,0,0,14,1.5,0,0,0,0,0,2,0,0,0,0,5
Ronny Rodelin,SM Caen,French Ligue 1,Midfielder,72,75,70,67,54,8,9,4,0,4,0,7,0,1,0,0,37,3.2162162162,10,3,0,1,0,13,0,0,0,1,35
Rony Lopes,AS Monaco,French Ligue 1,Midfielder,77,82,72,76,29,11,4,5,0,2,0,8,0,0,0,0,25,3.2,2,1,0,1,0,6,0,0,0,0,14
Roque Mesa,Swansea City,English Premier League,Midfielder,89,72,80,78,81,15,1,2,0,13,0,5,0,0,0,0,35,1.9142857143,1,2,0,12,0,14,0,0,0,0,34
Ross Barkley,Everton,English Premier League,Midfielder,84,85,78,77,45,9,5,8,0,5,0,13,0,0,0,0,36,3.1111111111,8,9,0,4,0,14,0,0,0,0,38
Ruben Loftus-Cheek,Crystal Palace,English Premier League,Midfielder,76,71,74,69,62,11,0,0,0,0,0,0,0,0,0,0,6,1.0,1,0,0,0,0,2,0,0,0,0,13
Ruben Perez,CD Leganes,Spanish Primera Division,Midfielder,76,62,68,55,79,11,0,1,0,12,0,3,0,0,0,0,30,1.5666666666999998,0,2,0,14,0,11,0,0,0,0,31
Ryad Boudebouz,Real Betis Balompie,Spanish Primera Division,Midfielder,83,82,77,76,32,10,11,8,0,4,0,4,0,0,0,0,33,4.2727272727,2,11,0,3,0,7,0,1,0,0,38
Ryan Mason,Hull City,English Championship,Midfielder,79,72,75,67,69,7,1,0,0,4,0,7,0,0,0,0,16,1.75,1,0,0,3,0,7,0,0,0,0,22
Sadio Mane,Liverpool,English Premier League,Midfielder,77,86,71,92,31,10,13,5,0,4,0,13,0,0,0,0,27,4.7777777778,11,7,0,5,1,15,0,1,0,0,37
Sam Field,West Bromwich Albion,English Premier League,Midfielder,76,61,73,56,50,12,0,0,0,2,0,3,0,0,0,0,8,1.25,0,0,0,0,0,0,0,0,0,0,1
Sambou Yatabare,Royal Antwerp FC,Belgian First Division A,Midfielder,66,71,65,68,67,6,0,0,0,0,0,1,0,0,0,0,2,2.0,1,1,0,3,0,5,0,0,0,0,8
Sami Khedira,Juventus,Italian Serie A,Midfielder,85,78,81,68,86,11,5,5,0,2,0,11,0,0,0,0,31,3.2258064516000005,5,4,0,2,1,11,0,0,0,0,20
Samu Castillejo,Villarreal CF,Spanish Primera Division,Midfielder,79,83,76,86,52,13,2,4,0,2,0,11,0,0,0,0,33,2.3333333333,1,1,0,4,0,10,0,0,0,0,27
Sanjin Prcic,Stade Rennais FC,French Ligue 1,Midfielder,76,73,73,65,72,15,1,0,0,3,0,5,0,0,0,0,25,1.96,0,0,0,0,0,0,0,0,0,0,2
Santi Cazorla,Arsenal,English Premier League,Midfielder,86,85,83,63,65,6,2,2,0,2,0,2,0,0,0,0,8,3.625,0,3,0,3,0,2,0,1,0,0,15
Saphir Taider,Bologna,Italian Serie A,Midfielder,78,76,74,73,72,14,3,0,0,1,0,4,0,0,0,0,24,2.5,0,1,0,4,0,9,0,0,0,0,28
Sead Kolasinac,Arsenal,English Premier League,Midfielder,68,63,49,82,71,15,3,5,0,5,0,6,0,0,0,1,25,2.84,1,0,0,5,0,3,0,0,0,0,22
Sebastian Cristoforo,Fiorentina,Italian Serie A,Midfielder,76,63,78,60,80,9,0,2,0,2,0,6,0,0,0,0,18,1.6111111111,0,1,0,5,0,9,0,0,0,0,21
Sebastian Larsson,Hull City,English Championship,Midfielder,75,70,73,57,61,7,0,1,0,4,1,5,0,0,0,0,21,1.619047619,0,1,0,2,0,5,0,0,0,0,18
Sebastian Rode,Borussia Dortmund,German Bundesliga,Midfielder,75,72,72,65,80,9,1,0,0,0,0,3,0,0,0,0,14,1.7142857143,1,1,0,1,0,1,0,0,0,0,15
Sebastian Rudy,FC Bayern Munich,German Bundesliga,Midfielder,84,78,81,68,84,13,2,7,0,9,0,3,0,0,0,0,32,2.6875,2,1,0,8,1,10,0,0,0,0,24
Seko Fofana,Udinese,Italian Serie A,Midfielder,76,79,72,73,67,9,5,1,0,3,0,4,0,0,0,0,23,3.0,1,2,0,3,1,6,0,0,0,0,32
Senad Lulic,Lazio,Italian Serie A,Midfielder,78,80,78,79,74,5,3,9,0,8,0,8,0,0,0,0,31,3.0322580644999997,3,3,0,10,0,6,0,0,0,0,30
Serge Gakpe,Amiens SC Football,French Ligue 1,Midfielder,72,76,57,89,31,16,1,0,0,2,0,3,0,0,0,0,15,1.4,3,1,0,1,0,3,0,0,0,0,18
Serge Gnabry,TSG 1899 Hoffenheim,German Bundesliga,Midfielder,76,86,66,88,38,14,11,1,0,1,0,11,0,0,0,0,27,3.9629629630000003,0,0,0,0,0,0,0,0,0,0,1
Sergej Milinkovic-Savic,Lazio,Italian Serie A,Midfielder,79,81,77,73,78,7,4,7,0,8,0,9,0,0,0,0,34,2.8823529412,1,0,0,6,0,5,0,0,0,0,25
Sergi Samper,UD Las Palmas,Spanish Primera Division,Midfielder,80,63,76,35,73,12,0,1,0,6,0,3,0,0,0,0,22,1.4545454544999998,0,0,0,0,0,0,0,0,0,0,1
Sergio Alvarez,Real Sporting de Gijon,Spanish Segunda Division,Midfielder,78,61,80,68,80,12,2,1,0,9,0,6,0,0,0,0,36,2.0555555556,2,2,0,8,0,5,0,0,0,0,27
Sergio Busquets,FC Barcelona,Spanish Primera Division,Midfielder,88,74,79,34,86,5,0,3,0,9,0,9,0,0,0,0,33,2.0,0,4,0,6,0,7,0,0,0,0,35
Sergio Roberto,FC Barcelona,Spanish Primera Division,Midfielder,85,74,77,78,81,14,0,6,0,5,0,5,0,0,0,0,32,2.21875,0,5,0,1,0,9,0,0,0,0,31
Shinji Kagawa,Borussia Dortmund,German Bundesliga,Midfielder,84,87,73,65,56,11,1,6,0,3,0,5,0,0,0,0,21,2.5714285714,9,7,0,2,0,12,0,0,0,0,29
Sidney Sam,VfL Bochum,German 2. Bundesliga,Midfielder,72,78,59,72,35,11,2,1,0,1,0,4,0,0,0,0,13,2.7692307692,0,0,0,0,0,0,0,0,0,0,2
Simone Missiroli,Sassuolo,Italian Serie A,Midfielder,76,74,72,68,73,5,0,0,0,3,0,6,0,0,0,0,13,1.4615384615,2,0,0,7,0,3,0,0,0,0,24
Simone Padoin,Cagliari,Italian Serie A,Midfielder,75,74,75,69,72,5,1,1,0,7,0,6,0,0,0,0,31,1.8387096774,1,0,0,2,0,2,0,0,0,0,12
Sito,Lorca Deportiva CF,Spanish Segunda Division,Midfielder,59,70,59,61,43,15,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1
Sofiane Boufal,Southampton,English Premier League,Midfielder,76,87,66,81,19,9,1,0,0,5,0,10,0,0,0,0,24,1.5,11,4,0,11,1,14,0,0,0,0,29
Sofiane Feghouli,Galatasaray SK,Turkish Super Lig,Midfielder,73,84,67,88,31,13,3,3,0,1,1,6,0,0,0,0,21,2.4761904762,1,0,0,3,0,4,0,0,0,0,21
Somalia,Toulouse FC,French Ligue 1,Midfielder,71,71,67,83,70,11,0,1,0,2,1,4,0,0,0,0,28,1.5714285713999998,0,1,0,2,0,4,0,0,0,1,29
Sonny Kittel,FC Ingolstadt 04,German 2. Bundesliga,Midfielder,74,75,64,68,37,11,2,1,0,2,0,6,0,0,0,0,20,1.9,0,0,0,0,0,1,0,0,0,0,8
Stefan Lex,FC Ingolstadt 04,German 2. Bundesliga,Midfielder,66,68,53,91,25,14,0,0,0,3,0,2,0,0,0,0,13,0.9230769231,2,0,0,2,0,6,0,0,0,0,21
Stefano Sturaro,Juventus,Italian Serie A,Midfielder,77,76,75,76,74,15,0,1,0,5,0,7,0,0,0,0,20,1.45,1,0,0,6,0,4,0,0,0,0,19
Stephane Sessegnon,Montpellier Herault SC,French Ligue 1,Midfielder,76,79,71,76,72,7,2,2,0,4,1,2,0,0,0,0,27,2.2962962963,2,2,0,1,0,12,0,0,0,0,25
Steven Davis,Southampton,English Premier League,Midfielder,81,76,77,63,67,9,0,3,0,3,0,3,0,0,0,0,32,2.09375,5,3,0,4,0,14,0,0,0,0,34
Steven N'Zonzi,Sevilla FC,Spanish Primera Division,Midfielder,82,72,78,61,85,7,2,3,0,7,0,2,0,0,0,0,35,2.3142857143,3,1,0,3,0,7,0,0,0,0,29
Suat Serdar,1. FSV Mainz 05,German Bundesliga,Midfielder,73,70,68,66,65,15,0,0,0,1,0,2,0,0,0,0,8,1.375,0,0,0,0,0,2,0,0,0,0,12
Suso,Milan,Italian Serie A,Midfielder,83,87,75,80,20,15,7,8,0,4,0,8,0,1,0,0,34,3.5294117647000003,6,1,0,4,0,15,0,0,0,0,20
Sven Bender,Bayer 04 Leverkusen,German Bundesliga,Midfielder,73,58,69,72,80,13,0,1,0,0,0,1,0,0,0,0,6,2.0,0,0,0,1,0,3,0,0,0,0,19
Takashi Inui,SD Eibar,Spanish Primera Division,Midfielder,75,88,67,79,44,11,3,2,0,4,0,18,0,0,0,0,28,2.5357142857,3,3,0,1,0,13,0,0,0,0,28
Tana,UD Las Palmas,Spanish Primera Division,Midfielder,81,82,68,67,15,7,4,4,0,3,0,8,0,0,0,0,32,2.6875,5,4,0,2,0,16,0,0,0,0,27
Thiago Motta,Paris Saint-Germain,French Ligue 1,Midfielder,83,65,83,32,78,10,2,0,0,7,1,5,0,0,0,0,30,1.8333333333000001,1,1,0,6,0,10,0,0,0,0,32
Thomas,Wigan Athletic,English League One,Midfielder,62,57,53,64,59,7,1,2,0,5,0,2,0,1,0,0,16,1.625,2,1,0,3,0,2,0,0,0,0,13
Thomas Lemar,AS Monaco,French Ligue 1,Midfielder,82,88,71,84,66,11,9,10,0,1,0,8,0,0,0,0,34,4.0,5,3,0,1,0,10,0,0,0,0,26
Thomas Mangani,Angers SCO,French Ligue 1,Midfielder,79,71,79,62,75,13,3,9,0,3,0,11,0,0,0,0,34,3.1176470588,5,5,0,5,1,15,0,1,0,0,33
Thorgan Hazard,Borussia Monchengladbach,German Bundesliga,Midfielder,79,86,71,77,39,6,7,4,0,3,0,8,0,1,0,0,23,3.6086956522,4,3,0,4,0,14,0,0,0,0,29
Tiago,Shimizu S-Pulse,Japanese J1 League,Midfielder,73,74,70,82,48,10,1,0,0,2,0,4,0,0,0,0,12,1.6666666666999999,1,1,0,4,0,2,0,0,0,0,14
Tiemoue Bakayoko,Chelsea,English Premier League,Midfielder,80,78,78,72,81,11,2,1,0,2,1,5,0,0,0,0,32,2.03125,1,0,0,3,0,1,0,0,0,0,19
Tom Carroll,Swansea City,English Premier League,Midfielder,83,65,76,65,55,11,1,2,0,1,0,4,0,0,0,0,18,2.4444444444,1,0,0,3,0,3,0,0,0,0,19
Tom Cleverley,Watford,English Premier League,Midfielder,78,74,77,70,65,15,0,2,0,4,0,4,0,0,0,0,27,1.8148148147999998,2,5,0,1,0,6,0,0,0,0,22
Tom Davies,Everton,English Premier League,Midfielder,79,73,71,73,56,11,2,3,0,4,0,6,0,0,0,0,24,2.375,0,0,0,0,0,0,0,0,0,0,2
Tomas Rincon,Torino,Italian Serie A,Midfielder,79,76,77,72,80,12,0,3,0,4,0,4,0,0,0,0,29,1.7931034483000001,4,6,0,9,0,3,0,0,0,0,33
Toni Kroos,Real Madrid CF,Spanish Primera Division,Midfielder,90,79,93,52,85,10,4,12,0,6,0,4,0,0,0,0,29,3.6896551724,1,10,0,3,0,7,0,0,0,0,32
Uche Agbo,Standard de Liege,Belgian First Division A,Midfielder,76,65,74,56,67,10,0,0,0,13,1,9,0,0,0,0,31,1.3870967741999998,0,0,0,3,0,3,0,0,0,0,6
Valentin Eysseric,Fiorentina,Italian Serie A,Midfielder,79,79,78,72,34,9,4,7,0,4,0,14,0,0,0,0,29,3.0689655172,6,4,0,6,0,7,0,0,0,0,30
Valentin Rongier,FC Nantes,French Ligue 1,Midfielder,80,79,78,55,72,11,2,1,0,1,0,8,0,0,0,0,31,2.2258064516,1,2,0,1,0,3,0,0,0,0,12
Valentin Stocker,Hertha BSC Berlin,German Bundesliga,Midfielder,76,78,67,66,42,7,4,1,0,1,1,10,0,0,0,0,17,2.9411764706,1,0,0,2,0,8,0,0,0,0,22
Valentin Vada,Girondins de Bordeaux,French Ligue 1,Midfielder,78,74,74,64,69,8,6,2,0,4,0,20,0,0,0,0,28,3.0357142857,0,2,0,1,0,6,0,0,0,0,16
Valon Behrami,Udinese,Italian Serie A,Midfielder,75,69,72,63,75,12,0,0,0,7,0,9,0,0,0,0,27,1.7037037037,0,1,0,3,1,6,0,0,0,0,21
Vicente Gomez,UD Las Palmas,Spanish Primera Division,Midfielder,85,70,79,50,80,15,2,0,0,3,0,11,0,0,0,0,29,2.2068965517,1,1,0,4,0,3,0,0,0,0,21
Victor Alvarez,Arsenal Tula,Russian Premier League,Midfielder,75,73,69,76,67,9,0,0,0,2,0,0,0,0,0,0,4,1.0,1,2,0,6,0,12,0,0,0,0,27
Victor Moses,Chelsea,English Premier League,Midfielder,73,84,70,83,72,9,3,2,0,4,0,20,0,0,0,0,34,2.3529411765,1,2,0,0,0,11,0,0,0,0,21
Victor Rodriguez,Seattle Sounders FC,USA Major League Soccer,Midfielder,73,76,66,75,33,12,2,1,0,1,0,10,0,0,0,0,24,2.125,2,2,0,2,0,14,0,0,0,0,33
Victor Sanchez,RCD Espanyol,Spanish Primera Division,Midfielder,85,65,77,66,80,7,1,1,0,8,0,1,0,0,0,0,26,1.9615384615,1,6,0,13,0,12,0,0,0,0,29
Victor Wanyama,Tottenham Hotspur,English Premier League,Midfielder,78,74,70,68,84,6,4,1,0,10,0,5,0,0,0,0,36,2.3333333333,1,2,0,6,1,3,0,0,0,0,30
Vieirinha,PAOK Thessaloniki,Greek Super League,Midfielder,76,83,70,74,72,15,0,0,0,3,0,10,0,0,0,0,21,1.4761904762,1,5,0,3,0,8,0,0,0,0,26
Vincent Bessat,SM Caen,French Ligue 1,Midfielder,75,75,75,72,46,6,0,6,0,3,0,4,0,0,0,0,37,2.2432432432,1,1,0,2,0,13,0,0,0,0,35
Vincent Koziello,OGC Nice,French Ligue 1,Midfielder,81,76,74,75,77,14,1,1,0,4,0,7,0,0,0,0,26,1.8461538462,3,6,0,9,0,17,0,0,0,0,36
Vincent Manceau,Angers SCO,French Ligue 1,Midfielder,75,73,74,40,76,16,1,0,0,5,0,1,0,0,0,0,33,1.9696969697,0,1,0,2,0,1,0,0,0,0,28
Vincent Pajot,AS Saint-Etienne,French Ligue 1,Midfielder,77,71,73,63,76,9,2,0,0,2,0,8,0,0,0,0,21,2.0952380952,1,1,0,6,0,3,0,0,0,0,28
Vitolo,UD Las Palmas,Spanish Primera Division,Midfielder,81,86,82,79,25,11,6,5,0,6,0,4,0,0,0,0,30,3.1333333333,2,4,0,5,0,5,0,0,0,0,28
Vladimir Darida,Hertha BSC Berlin,German Bundesliga,Midfielder,82,79,76,65,71,16,2,2,0,7,0,7,0,0,0,0,25,2.2,5,2,0,6,0,12,0,0,0,0,31
Wahbi Khazri,Stade Rennais FC,French Ligue 1,Midfielder,76,79,69,77,61,6,1,0,0,6,0,3,0,0,0,0,21,1.2857142857,7,8,0,10,0,16,0,1,0,0,34
Walid Mesloub,FC Lorient,French Ligue 2,Midfielder,75,74,73,68,62,7,0,1,0,2,1,3,0,0,0,0,21,1.4285714286000002,1,4,0,3,0,7,0,0,0,0,28
Wayne Routledge,Swansea City,English Premier League,Midfielder,73,83,72,72,39,15,3,1,0,1,0,17,0,0,0,0,27,2.5185185185,2,1,0,3,0,17,0,0,0,0,28
Wesley Lautoa,Dijon FCO,French Ligue 1,Midfielder,66,23,58,59,77,12,1,0,0,6,0,9,0,0,0,0,21,1.8095238095,0,0,0,1,0,2,0,0,0,0,13
William Vainqueur,Antalyaspor,Turkish Super Lig,Midfielder,77,70,74,68,83,15,0,1,0,6,0,5,0,0,0,0,29,1.8965517241,0,2,0,3,0,2,0,0,0,0,16
Willian,Chelsea,English Premier League,Midfielder,82,87,77,86,55,14,8,2,0,3,0,13,0,0,0,0,34,2.7058823529000002,5,8,0,5,0,14,0,0,0,0,35
Xabier Prieto,Real Sociedad,Spanish Primera Division,Midfielder,85,77,83,51,63,12,8,6,0,2,0,9,0,0,0,0,38,3.3157894737,3,3,0,3,0,9,0,0,0,0,36
Xavi Torres,Perth Glory,Australian A-League,Midfielder,72,58,69,49,76,12,0,0,0,6,0,1,0,0,0,0,17,1.1176470588,0,0,0,1,0,2,0,0,0,0,12
Xherdan Shaqiri,Stoke City,English Premier League,Midfielder,80,85,76,79,65,13,4,2,0,2,0,11,0,0,0,0,21,3.1428571429,3,6,0,3,0,18,0,0,0,0,27
Yacouba Sylla,Panathinaikos FC,Greek Super League,Midfielder,71,59,64,72,71,7,1,0,0,3,0,7,0,0,0,0,19,1.7894736841999999,0,1,0,6,0,7,0,0,0,0,20
Yann Bodiger,Toulouse FC,French Ligue 1,Midfielder,71,66,69,51,71,14,1,3,0,7,1,11,0,0,0,0,29,1.9310344828000001,1,0,0,7,0,4,0,0,0,0,22
Yann Jouffre,FC Metz,French Ligue 1,Midfielder,78,75,76,59,41,11,4,2,0,1,0,10,0,0,0,0,20,2.95,2,5,0,3,0,14,0,0,0,0,27
Yannick Bolasie,Everton,English Premier League,Midfielder,71,87,67,87,31,8,1,4,0,3,0,6,0,0,0,0,14,2.8571428571,5,4,0,2,0,4,0,0,0,0,26
Yannick Cahuzac,Toulouse FC,French Ligue 1,Midfielder,73,56,67,51,73,10,1,0,0,8,1,3,0,0,0,0,29,1.7931034483000001,2,0,0,14,1,3,0,0,0,0,31
Yannick Carrasco,Atletico Madrid,Spanish Primera Division,Midfielder,79,91,74,89,18,9,10,4,0,5,0,20,0,1,0,0,34,3.3823529412,4,1,0,5,0,15,0,0,0,0,29
